2019-11-19 10:48:26.664732: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-11-19 10:48:26.826185: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-11-19 10:48:26.827380: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6bcbca0 executing computations on platform CUDA. Devices:
2019-11-19 10:48:26.827417: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla V100-PCIE-32GB, Compute Capability 7.0
2019-11-19 10:48:26.829536: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2200060000 Hz
2019-11-19 10:48:26.831272: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6c347f0 executing computations on platform Host. Devices:
2019-11-19 10:48:26.831295: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-11-19 10:48:26.831866: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla V100-PCIE-32GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
pciBusID: 0000:00:05.0
totalMemory: 31.72GiB freeMemory: 31.41GiB
2019-11-19 10:48:26.831881: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-11-19 10:48:26.833176: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-11-19 10:48:26.833188: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-11-19 10:48:26.833194: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-11-19 10:48:26.833265: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14616 MB memory) -> physical GPU (device: 0, name: Tesla V100-PCIE-32GB, pci bus id: 0000:00:05.0, compute capability: 7.0)
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./src/sample.py:67: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From ./src/sample.py:72: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
2019-11-19 10:49:13.708551: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
Loading checkpoint checkpoint/pretrained/model-7760000
Loading dataset...
Training...
[2 | 8.74] loss=3.71111 avg=3.71111
[11832 | 6596.01] loss=1.13705 avg=1.12223
[11833 | 6596.51] loss=0.91571 avg=1.12016
[11834 | 6597.01] loss=1.10171 avg=1.11998
[11835 | 6597.51] loss=1.97289 avg=1.12851
[11836 | 6598.01] loss=0.67084 avg=1.12393
[11837 | 6598.51] loss=1.05170 avg=1.12321
[11838 | 6599.01] loss=0.93286 avg=1.12130
[11839 | 6599.52] loss=0.65711 avg=1.11666
[11840 | 6600.02] loss=0.93947 avg=1.11489
[11841 | 6600.52] loss=1.35376 avg=1.11728
[11842 | 6601.02] loss=1.10722 avg=1.11718
[11843 | 6601.52] loss=1.16021 avg=1.11761
[11844 | 6602.02] loss=0.63495 avg=1.11278
[11845 | 6602.52] loss=1.39676 avg=1.11562
[11846 | 6603.02] loss=0.50234 avg=1.10949
[11847 | 6603.52] loss=0.87280 avg=1.10712
[11848 | 6604.02] loss=1.34014 avg=1.10945
[11849 | 6604.52] loss=0.35450 avg=1.10190
[11850 | 6605.02] loss=1.13941 avg=1.10228
[11851 | 6605.52] loss=1.52668 avg=1.10652
[11852 | 6606.02] loss=0.93037 avg=1.10476
[11853 | 6606.52] loss=0.94388 avg=1.10315
[11854 | 6607.02] loss=0.63352 avg=1.09846
[11855 | 6607.52] loss=1.16546 avg=1.09913
[11856 | 6608.02] loss=1.22094 avg=1.10034
[11857 | 6608.53] loss=0.99457 avg=1.09929
[11858 | 6609.03] loss=0.33403 avg=1.09163
[11859 | 6609.53] loss=2.06616 avg=1.10138
[11860 | 6610.03] loss=0.50272 avg=1.09539
[11861 | 6610.54] loss=0.91784 avg=1.09362
[11862 | 6611.04] loss=1.61804 avg=1.09886
[11863 | 6611.54] loss=0.78004 avg=1.09567
[11864 | 6612.04] loss=1.39289 avg=1.09864
[11865 | 6612.54] loss=1.94290 avg=1.10709
[11866 | 6613.04] loss=0.98843 avg=1.10590
[11867 | 6613.54] loss=0.63403 avg=1.10118
[11868 | 6614.04] loss=1.14612 avg=1.10163
[11869 | 6614.54] loss=1.21779 avg=1.10279
[11870 | 6615.05] loss=0.66240 avg=1.09839
[11871 | 6615.55] loss=1.44626 avg=1.10187
[11872 | 6616.05] loss=1.04667 avg=1.10132
[11873 | 6616.55] loss=1.40438 avg=1.10435
[11874 | 6617.05] loss=2.08079 avg=1.11411
[11875 | 6617.55] loss=1.20371 avg=1.11501
[11876 | 6618.05] loss=1.12265 avg=1.11508
[11877 | 6618.56] loss=1.31917 avg=1.11712
[11878 | 6619.06] loss=0.88848 avg=1.11484
[11879 | 6619.56] loss=0.82725 avg=1.11196
[11880 | 6620.06] loss=0.64727 avg=1.10732
[11881 | 6620.56] loss=1.15526 avg=1.10779
[11882 | 6621.06] loss=1.50807 avg=1.11180
[11883 | 6621.56] loss=0.36517 avg=1.10433
[11884 | 6622.06] loss=1.27900 avg=1.10608
[11885 | 6622.56] loss=0.36180 avg=1.09864
[11886 | 6623.06] loss=1.00797 avg=1.09773
[11887 | 6623.56] loss=1.70341 avg=1.10379
[11888 | 6624.06] loss=2.22664 avg=1.11501
[11889 | 6624.57] loss=0.91571 avg=1.11302
[11890 | 6625.07] loss=0.56301 avg=1.10752
[11891 | 6625.57] loss=0.85088 avg=1.10495
[11892 | 6626.07] loss=1.68033 avg=1.11071
[11893 | 6626.57] loss=0.94232 avg=1.10902
[11894 | 6627.07] loss=1.41134 avg=1.11205
[11895 | 6627.57] loss=0.42565 avg=1.10518
[11896 | 6628.07] loss=1.12445 avg=1.10538
[11897 | 6628.57] loss=0.83962 avg=1.10272
[11898 | 6629.07] loss=0.83437 avg=1.10003
[11899 | 6629.57] loss=0.68735 avg=1.09591
Generating samples...
======== SAMPLE 1 ========
['##었', '##을', '##때', '##부터', '알', '##고', '지내', '##온', '친구', '##였', '##다', '.', '정말', '착한', '친구', '##다', '.', '이런', '##말', '##을', '자주', '들', '##었', '##다', '.', '나', '##보다', '낫', '##다', '.', '"', '아', '…', '…', '.', '"', '말', '##실수', '##를', '했', '##다고', '생각', '##했다', '.', '그리고', '아쉬운', '마음', '##으로', '말', '##해', '##버렸', '##다', '.', '"', '이런', '##글', '써', '##줘서', '고맙', '##다', '.', '나', '##보다', '훨씬', '똑똑', '##한', '##것', '같', '##다', '.', '착하', '##고', '예쁜', '것', '같', '##아', '.', '요즘', '##엔', '…', '…', '.', '"', '그냥', '말', '##실수', '한', '##거', '.', '착하', '##고', '예쁜', '것', '같', '##아', '.', '"', '내', '친구', '##가', '잘못', '##한', '##거라', '##고', '너', '##덜', '##너', '##덜', '##냐면서', '나', '##를', '타이', '##르', '##셨', '##다', '.', '나', '##도', '인정', '##하고', '##싶', '##었', '##다', '.', '"', '정말', '미안', '##하고', '…', '…', '.', '"', '친구', '##때문', '##에', '땀', '##을', '뻘', '##뻘', '흘리', '##며', '일어났', '##다', '.', '아', '…', '"', '얘', '잘', '알', '##꺼', '##야', '.', '"', '아', '뭐', '…', '…', '.', '[UNK]', '나', '##는', '맞', '##장구', '쳐', '주', '##고', '싶', '##었', '##다', '.', '그냥', '내', '건데', '?', '내', '친구', '##는', '어', '##이가', '없', '##어서', '[UNK]', '흥', '##얼', '##거', '##렸다', '.', '살짝', '웃음', '##보', '##를', '터뜨리', '##며', '말', '##했다', '.', '"', '배', '##에', '가시', '##가', '박히', '##지', '않', '##았', '##나', '?', '"', '"', '그럼', "'", '배가', '터져', '?', ']', "'", '어', ',', '뭐', '.', '"', '나', '##는', '신음', '##소리', '##를', '내', '##며', '근데', '갑자기', '눈물', '##이', '났', '##다', '.', '나', '지금', '학원', '##에', '묶여', '있', '##는데', ',', '그때', '기분', '##이', '이상', '##했다', '.', '역시', '가장', '친했', '##던', '##친구', '##가', '아니']

[11900 | 6634.54] loss=1.17974 avg=1.09675
[11901 | 6635.04] loss=0.88585 avg=1.09464
[11902 | 6635.55] loss=1.42630 avg=1.09795
[11903 | 6636.05] loss=1.53928 avg=1.10237
[11904 | 6636.55] loss=1.05549 avg=1.10190
[11905 | 6637.05] loss=1.59088 avg=1.10679
[11906 | 6637.55] loss=1.34373 avg=1.10916
[11907 | 6638.05] loss=1.41089 avg=1.11218
[11908 | 6638.55] loss=1.03064 avg=1.11136
[11909 | 6639.05] loss=0.92406 avg=1.10949
[11910 | 6639.55] loss=0.74341 avg=1.10583
[11911 | 6640.05] loss=0.46772 avg=1.09944
[11912 | 6640.55] loss=0.75895 avg=1.09604
[11913 | 6641.05] loss=0.82801 avg=1.09336
[11914 | 6641.55] loss=0.90525 avg=1.09148
[11915 | 6642.05] loss=1.56946 avg=1.09626
[11916 | 6642.55] loss=0.77653 avg=1.09306
[11917 | 6643.05] loss=0.63438 avg=1.08847
[11918 | 6643.55] loss=1.00837 avg=1.08767
[11919 | 6644.05] loss=1.48397 avg=1.09164
[11920 | 6644.55] loss=1.23162 avg=1.09304
[11921 | 6645.05] loss=0.85010 avg=1.09061
[11922 | 6645.55] loss=1.06204 avg=1.09032
[11923 | 6646.05] loss=0.80702 avg=1.08749
[11924 | 6646.55] loss=0.50591 avg=1.08167
[11925 | 6647.05] loss=1.14641 avg=1.08232
[11926 | 6647.55] loss=0.56965 avg=1.07719
[11927 | 6648.05] loss=1.13510 avg=1.07777
[11928 | 6648.55] loss=1.54029 avg=1.08240
[11929 | 6649.05] loss=0.70916 avg=1.07866
[11930 | 6649.55] loss=1.11266 avg=1.07900
[11931 | 6650.05] loss=1.54462 avg=1.08366
[11932 | 6650.56] loss=0.78617 avg=1.08069
[11933 | 6651.06] loss=1.33485 avg=1.08323
[11934 | 6651.55] loss=1.46838 avg=1.08708
[11935 | 6652.06] loss=0.96651 avg=1.08587
[11936 | 6652.56] loss=1.14875 avg=1.08650
[11937 | 6653.06] loss=0.97681 avg=1.08541
[11938 | 6653.56] loss=0.89046 avg=1.08346
[11939 | 6654.06] loss=1.70734 avg=1.08969
[11940 | 6654.56] loss=0.61244 avg=1.08492
[11941 | 6655.06] loss=1.12236 avg=1.08530
[11942 | 6655.56] loss=2.24249 avg=1.09687
[11943 | 6656.06] loss=1.43742 avg=1.10027
[11944 | 6656.56] loss=1.26694 avg=1.10194
[11945 | 6657.06] loss=1.59222 avg=1.10684
[11946 | 6657.56] loss=0.93128 avg=1.10509
[11947 | 6658.06] loss=1.57841 avg=1.10982
[11948 | 6658.56] loss=1.08418 avg=1.10956
[11949 | 6659.06] loss=1.59411 avg=1.11441
[11950 | 6659.56] loss=1.57608 avg=1.11903
[11951 | 6660.06] loss=0.57956 avg=1.11363
[11952 | 6660.56] loss=0.78626 avg=1.11036
[11953 | 6661.07] loss=0.36854 avg=1.10294
[11954 | 6661.57] loss=1.13816 avg=1.10329
[11955 | 6662.07] loss=1.11742 avg=1.10343
[11956 | 6662.57] loss=1.48024 avg=1.10720
[11957 | 6663.07] loss=1.08866 avg=1.10702
[11958 | 6663.57] loss=1.21236 avg=1.10807
[11959 | 6664.07] loss=0.87359 avg=1.10573
[11960 | 6664.57] loss=0.45708 avg=1.09924
[11961 | 6665.07] loss=0.85008 avg=1.09675
[11962 | 6665.57] loss=1.68880 avg=1.10267
[11963 | 6666.08] loss=0.51297 avg=1.09677
[11964 | 6666.58] loss=1.02498 avg=1.09605
[11965 | 6667.08] loss=1.05341 avg=1.09563
[11966 | 6667.58] loss=1.00944 avg=1.09476
[11967 | 6668.08] loss=1.01397 avg=1.09396
[11968 | 6668.58] loss=0.71761 avg=1.09019
[11969 | 6669.08] loss=1.35593 avg=1.09285
[11970 | 6669.58] loss=0.77947 avg=1.08972
[11971 | 6670.08] loss=1.37244 avg=1.09254
[11972 | 6670.58] loss=1.04219 avg=1.09204
[11973 | 6671.08] loss=2.18357 avg=1.10296
[11974 | 6671.58] loss=0.95685 avg=1.10149
[11975 | 6672.08] loss=0.61132 avg=1.09659
[11976 | 6672.59] loss=0.33954 avg=1.08902
[11977 | 6673.09] loss=0.87203 avg=1.08685
[11978 | 6673.59] loss=0.87454 avg=1.08473
[11979 | 6674.09] loss=0.92027 avg=1.08308
[11980 | 6674.59] loss=0.79357 avg=1.08019
[11981 | 6675.09] loss=1.05689 avg=1.07996
[11982 | 6675.59] loss=0.80851 avg=1.07724
[11983 | 6676.09] loss=0.35764 avg=1.07005
[11984 | 6676.59] loss=0.66048 avg=1.06595
[11985 | 6677.09] loss=0.82833 avg=1.06357
[11986 | 6677.60] loss=1.58708 avg=1.06881
[11987 | 6678.10] loss=1.14880 avg=1.06961
[11988 | 6678.60] loss=1.28677 avg=1.07178
[11989 | 6679.10] loss=0.84162 avg=1.06948
[11990 | 6679.60] loss=1.09837 avg=1.06977
[11991 | 6680.10] loss=0.78012 avg=1.06687
[11992 | 6680.60] loss=0.55708 avg=1.06177
[11993 | 6681.10] loss=1.51823 avg=1.06634
[11994 | 6681.60] loss=0.78651 avg=1.06354
[11995 | 6682.10] loss=0.71821 avg=1.06009
[11996 | 6682.60] loss=0.71360 avg=1.05662
[11997 | 6683.10] loss=0.49050 avg=1.05096
[11998 | 6683.60] loss=1.75870 avg=1.05804
[11999 | 6684.11] loss=1.08843 avg=1.05834
Generating samples...
======== SAMPLE 1 ========
['!', '"', '하', '##면서', '엄마', '##가', '안', '계시', '##는', '곳', '##을', '향해', '걸', '##어간', '##다', '.', '그', '광경', '##을', '바라보', '##고', '##있', '##자니', '참', '여러', '##생각', '##이', '떠오른다', '.', '엄마', '##와', '내', '##가', '자식', '##과', '함께', '섞여', '과연', '저렇', '##게', '살', '수', '있', '##을까', '.', '.', '라는', '말', '##이', '.', '.', '하', '##는', '생각', '##말', '.', '.', '엄마', '##와', '내', '##가', '자식', '##과', '함께', '저렇', '##게', '같이', '있', '##음에도', '.', '.', '.', '힘들', '##다는', '생각', '##에', '하루하루', '##가', '힘', '##이', '빠지', '##다', '##보', '##니', ',', '결국', '##엔', '눈물', '##로', '지', '##새우', '##게', '된다', '.', '"', '나', '##같', '##은', '외교관', '##이', '…', '"', '[UNK]', '하', '##는', '소리', '##가', '아주', '그치', '##지', '않', '##는다', '.', '"', '외교관', '외교관', '?', '"', '"', '외교관', '?', '"', '"', '외교관', '?', 'I', 'can', "'", 't', 'may', '##in', 'pi', '##s', '.', '"', '"', '외교관', '외교관', '?', 'I', 'can', "'", 't', 'may', '##in', 'j', '##i', '##가가', '?', 'I', 'can', "'", 't', '국제기구', '##에', '외교관', '##으로', '간', '##거', '##야', '.', '"', '[UNK]', '내', '##가', '[UNK]', '외교관', '##에', '대한', '의문', '이젠', '너무', '힘들', '##다고', '한다', '.', '외교관', '##이', '단순', '##한', '물질', '##적', '##인', '것', '##에', '목적', '##을', '두지', '##않', '##고', '자신', '##을', '발전', '##시키', '##는', '사람', '##을', '대우', '##한다', '##니', '안타깝', '##고', '한편', '##으론', '냉', '##혈', '##에', '그냥', '팔', '##아', '##버려', '##서', '내게', "'", '외교관', '##이', '뭐', '##야', '?', "'", '라는', '의문', '##을', '갖', '##게', '만든', '나의', '잘못', '##이', '너무', '##도', '크', '##고', '또', '##같', '##은', '##걸로', '부터', '차별', '##대우', '받', '##은', '내', '잘못', '##이', '너무', '##도', '크다', '##고', '##나', '자신', '##에게', '끊임', '없이', '후회', '##가', '되']

[12000 | 6689.20] loss=1.72519 avg=1.06501
[12001 | 6689.70] loss=1.53422 avg=1.06970
[12002 | 6690.20] loss=0.66148 avg=1.06562
[12003 | 6690.71] loss=0.96808 avg=1.06465
[12004 | 6691.21] loss=1.47371 avg=1.06874
[12005 | 6691.71] loss=0.55823 avg=1.06363
[12006 | 6692.22] loss=1.58209 avg=1.06882
[12007 | 6692.72] loss=1.29270 avg=1.07105
[12008 | 6693.22] loss=1.31594 avg=1.07350
[12009 | 6693.72] loss=0.63534 avg=1.06912
[12010 | 6694.22] loss=0.67763 avg=1.06521
[12011 | 6694.72] loss=1.27004 avg=1.06725
[12012 | 6695.22] loss=1.36172 avg=1.07020
[12013 | 6695.72] loss=0.84840 avg=1.06798
[12014 | 6696.23] loss=1.01926 avg=1.06749
[12015 | 6696.73] loss=0.90493 avg=1.06587
[12016 | 6697.23] loss=0.71382 avg=1.06235
[12017 | 6697.73] loss=1.33007 avg=1.06503
[12018 | 6698.23] loss=1.16194 avg=1.06599
[12019 | 6698.73] loss=1.12513 avg=1.06659
[12020 | 6699.23] loss=1.23613 avg=1.06828
[12021 | 6699.73] loss=0.80552 avg=1.06565
[12022 | 6700.23] loss=0.54107 avg=1.06041
[12023 | 6700.73] loss=1.15918 avg=1.06140
[12024 | 6701.24] loss=0.66399 avg=1.05742
[12025 | 6701.74] loss=0.89682 avg=1.05582
[12026 | 6702.24] loss=0.93597 avg=1.05462
[12027 | 6702.74] loss=1.01576 avg=1.05423
[12028 | 6703.24] loss=1.10119 avg=1.05470
[12029 | 6703.75] loss=0.82191 avg=1.05237
[12030 | 6704.25] loss=0.76219 avg=1.04947
[12031 | 6704.75] loss=1.34059 avg=1.05238
[12032 | 6705.25] loss=1.51242 avg=1.05698
[12033 | 6705.75] loss=1.53494 avg=1.06176
[12034 | 6706.25] loss=0.84611 avg=1.05960
[12035 | 6706.75] loss=0.52148 avg=1.05422
[12036 | 6707.25] loss=0.95269 avg=1.05321
[12037 | 6707.75] loss=0.95785 avg=1.05225
[12038 | 6708.25] loss=1.10288 avg=1.05276
[12039 | 6708.75] loss=1.01592 avg=1.05239
[12040 | 6709.25] loss=1.39812 avg=1.05585
[12041 | 6709.75] loss=1.24836 avg=1.05777
[12042 | 6710.25] loss=0.83052 avg=1.05550
[12043 | 6710.75] loss=1.08205 avg=1.05577
[12044 | 6711.25] loss=1.67312 avg=1.06194
[12045 | 6711.76] loss=0.75897 avg=1.05891
[12046 | 6712.26] loss=1.81572 avg=1.06648
[12047 | 6712.76] loss=1.02941 avg=1.06611
[12048 | 6713.26] loss=0.55288 avg=1.06098
[12049 | 6713.76] loss=0.92433 avg=1.05961
[12050 | 6714.27] loss=0.85938 avg=1.05761
[12051 | 6714.77] loss=1.27162 avg=1.05975
[12052 | 6715.27] loss=0.88592 avg=1.05801
[12053 | 6715.77] loss=1.25466 avg=1.05997
[12054 | 6716.27] loss=0.63035 avg=1.05568
[12055 | 6716.77] loss=0.64438 avg=1.05157
[12056 | 6717.27] loss=1.50994 avg=1.05615
[12057 | 6717.77] loss=1.18229 avg=1.05741
[12058 | 6718.27] loss=0.76949 avg=1.05453
[12059 | 6718.77] loss=0.55060 avg=1.04949
[12060 | 6719.28] loss=1.43051 avg=1.05330
[12061 | 6719.78] loss=0.82480 avg=1.05102
[12062 | 6720.29] loss=0.51210 avg=1.04563
[12063 | 6720.79] loss=0.92294 avg=1.04440
[12064 | 6721.29] loss=1.07915 avg=1.04475
[12065 | 6721.79] loss=0.83770 avg=1.04268
[12066 | 6722.29] loss=0.63931 avg=1.03864
[12067 | 6722.79] loss=1.36065 avg=1.04186
[12068 | 6723.29] loss=1.50989 avg=1.04654
[12069 | 6723.79] loss=1.44507 avg=1.05053
[12070 | 6724.29] loss=0.67597 avg=1.04678
[12071 | 6724.79] loss=1.24187 avg=1.04874
[12072 | 6725.29] loss=0.70039 avg=1.04525
[12073 | 6725.80] loss=1.49532 avg=1.04975
[12074 | 6726.30] loss=0.72537 avg=1.04651
[12075 | 6726.80] loss=0.90080 avg=1.04505
[12076 | 6727.30] loss=0.67472 avg=1.04135
[12077 | 6727.80] loss=1.39165 avg=1.04485
[12078 | 6728.30] loss=1.95210 avg=1.05392
[12079 | 6728.80] loss=0.75735 avg=1.05096
[12080 | 6729.30] loss=0.89950 avg=1.04944
[12081 | 6729.80] loss=1.20064 avg=1.05096
[12082 | 6730.30] loss=0.56802 avg=1.04613
[12083 | 6730.80] loss=0.79391 avg=1.04360
[12084 | 6731.30] loss=0.75665 avg=1.04073
[12085 | 6731.80] loss=1.84124 avg=1.04874
[12086 | 6732.31] loss=1.97799 avg=1.05803
[12087 | 6732.81] loss=1.94464 avg=1.06690
[12088 | 6733.31] loss=1.16273 avg=1.06786
[12089 | 6733.81] loss=1.27335 avg=1.06991
[12090 | 6734.31] loss=0.90317 avg=1.06824
[12091 | 6734.81] loss=1.19974 avg=1.06956
[12092 | 6735.32] loss=0.79773 avg=1.06684
[12093 | 6735.82] loss=1.19787 avg=1.06815
[12094 | 6736.32] loss=0.68667 avg=1.06434
[12095 | 6736.82] loss=1.49766 avg=1.06867
[12096 | 6737.32] loss=1.88282 avg=1.07681
[12097 | 6737.82] loss=1.63563 avg=1.08240
[12098 | 6738.32] loss=0.76210 avg=1.07920
[12099 | 6738.82] loss=1.25478 avg=1.08095
Generating samples...
======== SAMPLE 1 ========
['꽃', '##은', '꽃', '##이', '##었', '##던', '것', '##이', '##다', '.', '그러나', '언제', '##부턴', '##가', "'", '풋풋', '##한', '꽃', '향기', "'", '만', '남', '##았', '##다', '.', '그', '꽃', '향기', '##는', '코끝', '깊', '##은', '곳', '##의', '따', '##사로', '##움', '##을', '달래', '##며', '싱그러운', '바람', '##을', '불어', '넣', '##어주', '##었', '##다', '.', '그렇게', '오랜만', '##에', '만난', '친구', '##들', '##과', '담배', '##를', '피우', '##러', '나가', '##자', '나', '##는', '다시', '##금', '그', '향기', '##를', '풀어놓', '##기', '시작', '##했다', '.', '그렇게', "'", '풋풋', '##한', '꽃', '향기', "'", '는', '사라졌', '##다', '.', '그저', '좋', '##은', '향기', '##로', '남', '##아', '##있', '##을', '뿐', '##이', '##었', '##다', '.', '그', '꽃', '##향기', '##는', '왠지', '기분', '##이', '좋', '##았', '##다', '.', '말없이', '내', '마음속', '##에', '머무르', '##고', '있', '##던', '것', '##이', '아니', '##라', '서서히', '사라지', '##고', '있', '##었', '##다', '.', '난', '어느', '샌', '##가', '고개', '##를', '들', '##어', '하늘', '##을', '쳐다보', '##았', '##다', '.', '저', '푸른', '창공', '##을', '날', '##아', '##갈', '##듯이', '나', '##는', '구름', '##이', '하늘', '##을', '가리', '##고', '있', '##었', '##던', '##것', '##이', '##다', '.', '달', '##을', '보면', '##서', '말', '##했다', '.', '"', '꽃', '피', '##는', '계절', '##이여', ',', '이', '추운', '날', '아이스크림', '##을', '사', '##먹', '##자', '"', '살짝', '엉뚱', '##한', '말', '##을', '건', '내', '##였', '##다', '.', '"', '아이스크림', '먹', '##자', '.', '"', '이번', '##에', '##는', '친구', '##의', '입', '##에', '"', '싸', '##라', '.', '"', '설탕', '##을', '[UNK]', '목구멍', '##까지', '올라온', '따뜻', '##함', '##이', '끈', '##적', '##끈', '##적', '하', '##면서', '머리', '위', '##까지', '올라왔', '##다', '.', '"', '아', '나', '너', '학원', '##가', '##면', '돼', '.', '"', '"', '어', '##어', '"', '"', '학원', '##가', '##야지', '.']

[12100 | 6744.00] loss=0.52645 avg=1.07541
[12101 | 6744.51] loss=1.15569 avg=1.07621
[12102 | 6745.01] loss=1.22304 avg=1.07768
[12103 | 6745.51] loss=0.98071 avg=1.07671
[12104 | 6746.01] loss=0.57256 avg=1.07167
[12105 | 6746.51] loss=1.23066 avg=1.07326
[12106 | 6747.01] loss=1.99892 avg=1.08251
[12107 | 6747.51] loss=0.95573 avg=1.08125
[12108 | 6748.01] loss=0.92672 avg=1.07970
[12109 | 6748.51] loss=0.73973 avg=1.07630
[12110 | 6749.02] loss=1.47263 avg=1.08026
[12111 | 6749.52] loss=0.96637 avg=1.07913
[12112 | 6750.02] loss=1.72178 avg=1.08555
[12113 | 6750.52] loss=1.85180 avg=1.09321
[12114 | 6751.02] loss=0.83617 avg=1.09064
[12115 | 6751.52] loss=0.40052 avg=1.08374
[12116 | 6752.02] loss=0.47140 avg=1.07762
[12117 | 6752.52] loss=1.03210 avg=1.07716
[12118 | 6753.02] loss=0.55035 avg=1.07190
[12119 | 6753.52] loss=1.11973 avg=1.07237
[12120 | 6754.02] loss=1.61438 avg=1.07779
[12121 | 6754.52] loss=1.28190 avg=1.07984
[12122 | 6755.02] loss=1.91191 avg=1.08816
[12123 | 6755.52] loss=1.23187 avg=1.08959
[12124 | 6756.03] loss=1.54780 avg=1.09418
[12125 | 6756.53] loss=1.63887 avg=1.09962
[12126 | 6757.03] loss=1.02704 avg=1.09890
[12127 | 6757.53] loss=1.40810 avg=1.10199
[12128 | 6758.03] loss=0.78117 avg=1.09878
[12129 | 6758.53] loss=1.27563 avg=1.10055
[12130 | 6759.04] loss=1.48558 avg=1.10440
[12131 | 6759.54] loss=1.26463 avg=1.10600
[12132 | 6760.04] loss=0.59926 avg=1.10093
[12133 | 6760.54] loss=0.65055 avg=1.09643
[12134 | 6761.05] loss=0.50546 avg=1.09052
[12135 | 6761.55] loss=2.04111 avg=1.10003
[12136 | 6762.05] loss=0.30107 avg=1.09204
[12137 | 6762.55] loss=0.78140 avg=1.08893
[12138 | 6763.05] loss=1.38322 avg=1.09187
[12139 | 6763.55] loss=0.56056 avg=1.08656
[12140 | 6764.05] loss=1.07808 avg=1.08648
[12141 | 6764.55] loss=0.79057 avg=1.08352
[12142 | 6765.05] loss=0.67218 avg=1.07940
[12143 | 6765.56] loss=0.89294 avg=1.07754
[12144 | 6766.06] loss=1.48803 avg=1.08164
[12145 | 6766.56] loss=0.97930 avg=1.08062
[12146 | 6767.06] loss=0.53852 avg=1.07520
[12147 | 6767.56] loss=1.06231 avg=1.07507
[12148 | 6768.06] loss=1.28812 avg=1.07720
[12149 | 6768.56] loss=1.43346 avg=1.08076
[12150 | 6769.06] loss=0.45798 avg=1.07453
[12151 | 6769.56] loss=0.91735 avg=1.07296
[12152 | 6770.06] loss=1.01989 avg=1.07243
[12153 | 6770.57] loss=1.47989 avg=1.07651
[12154 | 6771.07] loss=0.84268 avg=1.07417
[12155 | 6771.57] loss=0.97851 avg=1.07321
[12156 | 6772.07] loss=0.51732 avg=1.06765
[12157 | 6772.57] loss=1.51258 avg=1.07210
[12158 | 6773.07] loss=1.17889 avg=1.07317
[12159 | 6773.57] loss=1.07552 avg=1.07319
[12160 | 6774.07] loss=0.89733 avg=1.07144
[12161 | 6774.57] loss=0.73366 avg=1.06806
[12162 | 6775.07] loss=0.69946 avg=1.06437
[12163 | 6775.58] loss=1.45801 avg=1.06831
